Polyline=False
1	50	0.065
1	47.5	0.735
1	45	1.355
1	40	2.445
1	35	3.345
1	30	4.07
1	25	4.595
1	20	4.9
1	15	4.88
1	12.5	4.705
1	10	4.4
1	7.5	3.945
1	5	3.295
1	3.75	2.88
1	2.5	2.365
1	1.25	1.695
1	0.625	1.22
1	0	0
1	0.625	-0.715
1	1.25	-0.975
1	2.5	-1.245
1	3.75	-1.37
1	5	-1.43
1	7.5	-1.44
1	10	-1.37
1	12.5	-1.25
1	15	-1.13
1	20	-0.9
1	25	-0.7
1	30	-0.5
1	35	-0.325
1	40	-0.195
1	45	-0.11
1	47.5	-0.08
1	50	-0.065
